Race,File,PartName,Slot,SubType,Variant,Tier,Hand,PrimaryBone,WidthCm,HeightCm,DepthCm,CenterY,Vertices,PolyIndices
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_B,Head,,B,light/cloth tier,,Bip001 Head001,10.20,20.16,16.56,4.20,113,352
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_C,Head,,C,medium/leather tier,,Bip001 Head001,10.60,13.14,15.97,0.17,55,250
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_F,Head,,F,heavy/plate tier,,Bip001 Head001,19.25,21.67,15.85,3.44,143,456
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_G,Head,,G,heavy/plate tier,,Bip001 Head001,11.20,15.74,12.48,1.60,61,242
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine001,44.58,14.76,42.65,2.50,90,380
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_D,Head,,D,medium/leather tier,,Bip001 Head001,15.48,13.14,12.40,0.17,67,282
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_E,Head,,E,medium/leather tier,,Bip001 Head001,10.60,16.60,16.04,1.90,113,352
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_F,Shoulders,,F,heavy/plate tier,,Bip001 L Clavicle001,33.52,20.90,14.90,2.56,88,316
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_E,Shoulders,,E,medium/leather tier,,Bip001 L Clavicle001,33.79,20.03,15.91,2.68,70,256
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_D,Shoulders,,D,medium/leather tier,,Bip001 L Clavicle001,16.84,22.17,16.05,2.64,44,158
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 L Clavicle001,13.36,18.58,11.56,2.94,17,74
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot001,20.93,15.77,13.81,-0.60,34,144
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_G,Body,,G,heavy/plate tier,,Bip001 Spine001,44.58,17.98,53.66,0.94,119,516
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Bow,Bow,bow,,,left,,60.33,3.78,12.64,-0.39,23,114
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,68.61,7.24,8.69,0.07,21,84
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,70.93,18.39,18.99,0.54,140,424
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,71.09,10.70,11.81,1.00,80,278
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-1.40,17,86
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Shield_C,Shield,shield,C,medium/leather tier,left,,7.98,29.91,30.49,-1.72,17,86
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Shield_B,Shield,shield,B,light/cloth tier,left,,5.20,36.31,22.85,0.54,17,58
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Shield_D,Shield,shield,D,medium/leather tier,left,,9.35,47.65,26.23,-3.54,37,126
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_spear,Spear,spear,,,right,,77.68,3.72,7.28,-0.11,21,86
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Hammer,Hammer,hammer,,,right,,31.75,5.99,12.97,0.01,18,56
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Dagger,Dagger,dagger,,,right,,40.14,3.84,7.32,0.12,15,52
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Axe_C,Axe,axe,C,medium/leather tier,right,,48.32,4.80,25.23,0.08,24,104
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Sword_B,Sword,sword,B,light/cloth tier,right,,52.33,5.01,12.28,0.05,30,118
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Axe_A,Axe,axe,A,light/cloth tier,right,,34.99,3.28,16.15,0.09,15,70
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Mace_A,Mace,mace,A,light/cloth tier,right,,43.02,14.73,16.70,-0.15,50,238
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Axe_B,Axe,axe,B,light/cloth tier,right,,40.53,4.20,11.39,0.08,22,84
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_weapon_Sword_A,Sword,sword,A,light/cloth tier,right,,52.67,4.05,11.05,0.10,23,100
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Xtra_quiver,Quiver,quiver,,,,,10.99,7.83,37.10,-1.73,56,129
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine,44.58,15.76,42.65,2.00,90,380
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine,44.58,14.76,42.65,2.50,90,380
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Xtra_Wood,Lumber,wood,,,,Bone_wood,31.82,28.51,21.77,-6.05,30,90
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Xtra_Bag,Belt Bag,bag,,,,Bone_bag,20.28,31.38,23.16,5.32,33,162
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine,44.58,14.96,42.65,2.39,90,380
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_F,Body,,F,heavy/plate tier,,Bip001 Spine,44.58,17.98,53.66,0.94,119,516
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_A,Head,,A,light/cloth tier,,Bip001 Head,10.02,11.87,10.41,-0.34,49,226
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine,44.58,16.43,42.65,1.66,90,380
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 L Clavicle,33.35,20.27,14.03,2.70,34,148
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_H,Head,,H,heavy/plate tier,,Bip001 Head,10.62,16.58,13.07,2.02,59,238
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 L Clavicle,33.62,18.58,11.56,2.94,34,148
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand,62.60,10.46,17.25,1.90,26,112
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Legs_D,Legs,,D,medium/leather tier,,Bip001 R Foot,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand,62.60,10.46,17.25,1.90,26,112
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 R Hand,62.60,10.46,17.25,1.90,26,112
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_B,Head,,B,light/cloth tier,,Bip001 Head,10.20,20.16,16.56,4.20,113,352
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_C,Head,,C,medium/leather tier,,Bip001 Head,10.60,13.14,15.97,0.17,55,250
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_F,Head,,F,heavy/plate tier,,Bip001 Head,19.25,21.67,15.85,3.44,143,456
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_G,Head,,G,heavy/plate tier,,Bip001 Head,12.42,15.74,12.48,1.60,61,242
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine,44.58,14.76,42.65,2.50,90,380
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_D,Head,,D,medium/leather tier,,Bip001 Head,15.48,13.14,12.40,0.17,67,282
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Head_E,Head,,E,medium/leather tier,,Bip001 Head,10.60,16.60,16.04,1.90,113,352
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_F,Shoulders,,F,heavy/plate tier,,Bip001 L Clavicle,33.52,20.90,14.90,2.56,88,316
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_E,Shoulders,,E,medium/leather tier,,Bip001 L Clavicle,33.79,20.03,15.91,2.68,70,256
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_D,Shoulders,,D,medium/leather tier,,Bip001 L Clavicle,16.84,22.17,16.05,2.64,44,158
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 L Clavicle,13.36,18.58,11.56,2.94,17,74
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot,20.93,15.77,13.81,-0.60,34,144
Orc,Orcs/models/ORC_Characters_Customizable.FBX,ORC_Units_Body_G,Body,,G,heavy/plate tier,,Bip001 Spine,44.58,17.98,53.66,0.94,119,516
Orc,Orcs/models/extra_models/Equipment/ORC_Shield_D.FBX,ORC_Shield_D,Shield,shield,D,medium/leather tier,left,,9.35,47.65,26.23,-3.54,37,126
Orc,Orcs/models/extra_models/Equipment/ORC_weapon_Axe_A.FBX,ORC_weapon_Axe_A,Axe,axe,A,light/cloth tier,right,,34.99,3.28,16.15,0.09,15,70
Orc,Orcs/models/extra_models/Equipment/ORC_weapon_staff_B.FBX,ORC_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,71.09,10.70,11.81,1.00,80,278
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Horse,Creature,horse,,,,Bip001 Spine,22.72,85.08,66.94,-7.38,204,936
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,75.53,9.51,9.38,0.37,25,106
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Bow,Bow,bow,,,left,,60.33,3.05,12.00,-0.39,23,114
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_staff_D,Staff,staff,D,medium/leather tier,right,,76.67,20.60,11.38,0.94,75,298
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,69.15,5.62,5.77,0.62,16,58
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.76,8.40,15.13,0.04,106,308
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-2.61,17,86
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Shield_B,Shield,shield,B,light/cloth tier,left,,3.52,32.84,19.18,0.33,20,72
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Shield_C,Shield,shield,C,medium/leather tier,left,,9.02,39.47,27.49,2.72,26,112
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Hammer,Hammer,hammer,,,right,,28.15,4.48,11.87,-0.01,18,56
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Axe_A,Axe,axe,A,light/cloth tier,right,,34.72,3.21,13.68,-0.04,21,78
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Axe_B,Axe,axe,B,light/cloth tier,right,,47.31,4.26,13.37,0.00,32,140
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Spear,Spear,spear,,,right,,76.86,2.80,6.64,-0.10,21,86
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Sword_A,Sword,sword,A,light/cloth tier,right,,43.51,3.72,7.45,0.14,12,48
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Sword_B,Sword,sword,B,light/cloth tier,right,,46.52,2.71,8.81,-0.07,15,70
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_Sword_C,Sword,sword,C,medium/leather tier,right,,57.12,3.29,17.30,0.19,28,104
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_weapon_lance,Lance,lance,,,right,,100.49,9.44,10.90,0.01,37,140
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Xtra_Quiver,Quiver,quiver,,,,,10.99,7.22,36.62,-1.54,56,129
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_G,Body,,G,heavy/plate tier,,Bip001 Spine001,37.49,19.36,53.71,0.54,119,508
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_C,Body,,C,medium/leather tier,,Bip001 Pelvis001,36.13,12.42,39.09,1.79,86,354
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_F,Body,,F,heavy/plate tier,,Bip001 Pelvis001,36.13,14.23,39.53,1.75,86,350
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_D,Body,,D,medium/leather tier,,Bip001 Pelvis001,39.11,12.01,43.27,2.91,84,346
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 R Clavicle001,26.68,14.91,9.73,3.00,34,148
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_A,Body,,A,light/cloth tier,,Bip001 Spine001,36.13,13.27,39.62,1.76,77,316
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_B,Body,,B,light/cloth tier,,Bip001 Spine001,36.13,15.21,39.62,1.93,95,400
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_D,Head,,D,medium/leather tier,,Bip001 Head001,17.83,12.52,12.44,0.67,73,318
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_arms_D,Arms,,D,medium/leather tier,,Bip001 R Forearm001,60.92,10.84,16.85,2.09,42,164
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_legs_D,Legs,,D,medium/leather tier,,Bip001 R Foot001,20.93,16.18,15.65,-0.80,34,140
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle001,33.34,17.99,14.80,2.07,34,148
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_F,Head,,F,heavy/plate tier,,Bip001 Head001,9.30,13.55,12.47,0.63,38,156
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_arms_B,Arms,,B,light/cloth tier,,Bip001 R Forearm001,60.87,9.40,15.88,1.87,42,164
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_legs_B,Legs,,B,light/cloth tier,,Bip001 R Calf001,20.08,15.69,15.41,-1.19,50,192
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_L,Head,,L,heavy/plate tier,,Bip001 Head001,8.21,14.54,19.86,0.26,48,224
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_arms_E,Arms,,E,medium/leather tier,,Bip001 R Forearm001,60.89,9.13,15.40,1.65,42,168
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand001,60.88,9.22,15.62,1.49,28,128
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_legs_C,Legs,,C,medium/leather tier,,Bip001 R Calf001,20.49,14.49,15.25,-1.65,46,194
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_arms_A,Arms,,A,light/cloth tier,,Bip001 R Forearm001,61.25,8.44,16.18,1.14,42,172
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_legs_A,Legs,,A,light/cloth tier,,Bip001 R Calf001,20.77,14.67,15.26,-0.44,40,156
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_A,Head,,A,light/cloth tier,,Bip001 Head001,7.53,11.28,10.80,0.33,26,124
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_B,Head,,B,light/cloth tier,,Bip001 Head001,7.98,12.07,12.40,0.32,43,182
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_H,Head,,H,heavy/plate tier,,Bip001 Head001,6.82,10.19,9.91,0.31,26,124
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_I,Head,,I,heavy/plate tier,,Bip001 Head001,7.98,12.04,12.58,0.35,44,182
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_K,Head,,K,heavy/plate tier,,Bip001 Head001,9.67,12.52,12.69,1.23,38,162
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_C,Head,,C,medium/leather tier,,Bip001 Head001,7.87,12.52,13.07,0.67,45,210
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_E,Head,,E,medium/leather tier,,Bip001 Head001,20.88,14.99,16.81,1.57,135,424
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_body_E,Body,,E,medium/leather tier,,Bip001 Pelvis001,39.11,12.71,43.27,2.56,84,338
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_G,Head,,G,heavy/plate tier,,Bip001 Head001,9.30,13.85,13.35,0.79,38,156
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_M,Head,,M,heavy/plate tier,,Bip001 Head001,20.61,14.54,23.80,0.26,74,312
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_head_J,Head,,J,heavy/plate tier,,Bip001 Head001,9.30,13.55,12.47,0.63,39,162
Undead,Undead/models/UD_Cavalry_customizable.FBX,UD_Units_shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 R Clavicle001,31.03,15.39,10.34,2.76,34,148
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,75.53,9.51,9.38,0.37,25,106
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Bow,Bow,bow,,,left,,60.33,3.05,12.00,-0.39,23,114
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_staff_D,Staff,staff,D,medium/leather tier,right,,76.67,20.60,11.38,0.94,75,298
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,69.15,5.62,5.77,0.62,16,58
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.76,8.40,15.13,0.04,106,308
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-2.61,17,86
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Shield_B,Shield,shield,B,light/cloth tier,left,,3.52,32.84,19.18,0.33,20,72
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Shield_C,Shield,shield,C,medium/leather tier,left,,9.02,39.47,27.49,2.72,26,112
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Hammer,Hammer,hammer,,,right,,28.15,4.48,11.87,-0.01,18,56
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Axe_A,Axe,axe,A,light/cloth tier,right,,34.72,3.21,13.68,-0.04,21,78
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Axe_B,Axe,axe,B,light/cloth tier,right,,47.31,4.26,13.37,0.00,32,140
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Spear,Spear,spear,,,right,,76.86,2.80,6.64,-0.10,21,86
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Sword_A,Sword,sword,A,light/cloth tier,right,,43.51,3.72,7.45,0.14,12,48
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Sword_B,Sword,sword,B,light/cloth tier,right,,46.52,2.71,8.81,-0.07,15,70
Undead,Undead/models/UD_Characters_customizable.FBX,UD_weapon_Sword_C,Sword,sword,C,medium/leather tier,right,,57.12,3.29,17.30,0.19,28,104
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Xtra_Wood,Lumber,wood,,,,,33.86,29.57,17.79,-7.46,30,90
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Xtra_Bag,Belt Bag,bag,,,,,20.86,32.29,23.83,5.48,33,162
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Xtra_Quiver,Quiver,quiver,,,,,10.99,7.22,36.62,-1.54,56,129
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_G,Body,,G,heavy/plate tier,,Bip001 Spine,37.49,19.36,53.71,0.54,119,508
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_C,Body,,C,medium/leather tier,,Bip001 Pelvis,36.13,12.42,39.09,1.79,86,354
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_F,Body,,F,heavy/plate tier,,Bip001 Pelvis,36.13,14.23,39.53,1.75,86,350
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_D,Body,,D,medium/leather tier,,Bip001 Pelvis,39.11,12.01,43.27,2.91,84,346
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 R Clavicle,26.68,14.91,9.73,3.00,34,148
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_A,Body,,A,light/cloth tier,,Bip001 Spine,36.13,13.27,39.62,1.76,77,316
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_B,Body,,B,light/cloth tier,,Bip001 Spine,36.13,15.21,39.62,1.93,95,400
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_D,Head,,D,medium/leather tier,,Bip001 Head,17.83,12.52,12.44,0.67,73,318
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_arms_D,Arms,,D,medium/leather tier,,Bip001 R Forearm,60.92,10.84,16.85,2.09,42,164
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_legs_D,Legs,,D,medium/leather tier,,Bip001 R Foot,20.93,16.18,15.65,-0.80,34,140
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle,33.34,17.99,14.80,2.07,34,148
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_F,Head,,F,heavy/plate tier,,Bip001 Head,9.30,13.55,12.47,0.63,38,156
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_arms_B,Arms,,B,light/cloth tier,,Bip001 R Forearm,60.87,9.40,15.88,1.87,42,164
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_legs_B,Legs,,B,light/cloth tier,,Bip001 R Calf,20.08,15.69,15.41,-1.19,50,192
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_L,Head,,L,heavy/plate tier,,Bip001 Head,8.21,14.54,19.86,0.26,48,224
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_arms_E,Arms,,E,medium/leather tier,,Bip001 R Forearm,60.89,9.13,15.40,1.65,42,168
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand,60.88,9.22,15.62,1.49,28,128
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_legs_C,Legs,,C,medium/leather tier,,Bip001 R Calf,20.49,14.49,15.25,-1.65,46,194
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_arms_A,Arms,,A,light/cloth tier,,Bip001 R Forearm,61.25,8.44,16.18,1.14,42,172
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_legs_A,Legs,,A,light/cloth tier,,Bip001 R Calf,20.77,14.67,15.26,-0.44,40,156
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_A,Head,,A,light/cloth tier,,Bip001 Head,7.53,11.28,10.80,0.33,26,124
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_B,Head,,B,light/cloth tier,,Bip001 Head,7.98,12.07,12.40,0.32,43,182
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_H,Head,,H,heavy/plate tier,,Bip001 Head,6.82,10.19,9.91,0.31,26,124
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_I,Head,,I,heavy/plate tier,,Bip001 Head,7.98,12.04,12.58,0.35,44,182
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_K,Head,,K,heavy/plate tier,,Bip001 Head,9.67,12.52,12.69,1.23,38,162
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_C,Head,,C,medium/leather tier,,Bip001 Head,7.87,12.52,13.07,0.67,45,210
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_E,Head,,E,medium/leather tier,,Bip001 Head,20.88,14.99,16.81,1.57,135,424
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_body_E,Body,,E,medium/leather tier,,Bip001 Pelvis,39.11,12.71,43.27,2.56,84,338
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_G,Head,,G,heavy/plate tier,,Bip001 Head,9.30,13.85,13.35,0.79,38,156
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_M,Head,,M,heavy/plate tier,,Bip001 Head,20.61,14.54,23.80,0.26,74,312
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_head_J,Head,,J,heavy/plate tier,,Bip001 Head,9.30,13.55,12.47,0.63,39,162
Undead,Undead/models/UD_Characters_customizable.FBX,UD_Units_shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 R Clavicle,31.03,15.39,10.34,2.76,34,148
Undead,Undead/models/extra_models/Equipment/UD_Shield_C.FBX,UD_Shield_C,Shield,shield,C,medium/leather tier,left,,9.02,39.47,27.49,2.72,26,112
Undead,Undead/models/extra_models/Equipment/UD_weapon_Spear.FBX,UD_weapon_Spear,Spear,spear,,,right,,76.86,2.80,6.64,-0.10,21,86
Undead,Undead/models/extra_models/Equipment/UD_weapon_Sword_C.FBX,UD_weapon_Sword_C,Sword,sword,C,medium/leather tier,right,,57.12,3.29,17.30,0.19,28,104
Undead,Undead/models/extra_models/Equipment/UD_weapon_staff_B.FBX,UD_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,75.76,8.40,15.13,0.04,106,308
Human,WesternKingdoms/models/WK_Catapult.FBX,WK_Catapult_rock,Projectile,,,,,,20.13,22.00,17.98,46.71,22,108
