Race,FileCategory,File,PartType,PartName,Group,Slot,Subtype,Variant,Description,Vertices,PolyIndices
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),56,129
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),34,140
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),119,506
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,364
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),99,416
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,364
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),34,140
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,364
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),34,140
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),68,270
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,364
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),32,144
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),98,370
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),76,322
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),68,270
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),93,352
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),137,398
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,364
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),32,144
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),44,216
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),135,562
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),153,458
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),102,390
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),166,516
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),127,488
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),180,572
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),200,652
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),54,222
Elf,character,Elves/models/ELF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),54,222
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 HeadNub,Skeleton,Bone,,,Skeleton bone (Bip001 HeadNub),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,L_hand_container,Skeleton,Bone,,,Skeleton bone (L_hand_container),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,L_shield_container,Skeleton,Bone,,,Skeleton bone (L_shield_container),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,R_hand_container,Skeleton,Bone,,,Skeleton bone (R_hand_container),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bone_wood,Skeleton,Bone,,,Skeleton bone (Bone_wood),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bone_bag,Skeleton,Bone,,,Skeleton bone (Bone_bag),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Quiver_container,Skeleton,Bone,,,Skeleton bone (Quiver_container),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 L Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0Nub),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Foot,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,bone,Bip001 R Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0Nub),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,null,Bip001 Footsteps,Rig,Helper,,,Null helper / rig node (Bip001 Footsteps),,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,material,ELF_WoodElf_Standard_Units,material,,,,ELF_WoodElf_Standard_Units,,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,texture,Map #9,texture,,,,Map #9,,
Elf,character,Elves/models/ELF_Characters_customizable.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Elf,extra,Elves/models/extra_models/ELF_bolt.FBX,mesh_part,ELF_Bolt,Siege,Projectile,,,Siege projectile (ELF_Bolt),,
Elf,extra,Elves/models/extra_models/ELF_bolt.FBX,geometry,(unnamed),geometry,,,,(unnamed),54,168
Elf,extra,Elves/models/extra_models/ELF_bolt.FBX,material,ELF_WoodElf_Standard_Units,material,,,,ELF_WoodElf_Standard_Units,,
Elf,extra,Elves/models/extra_models/ELF_bolt.FBX,texture,Map #9,texture,,,,Map #9,,
Elf,extra,Elves/models/extra_models/ELF_bolt.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_spear.FBX,mesh_part,ELF_weapon_spear,Equipment,Weapon,spear,,Spear variant - (right-hand weapon mesh),,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_spear.FBX,geometry,(unnamed),geometry,,,,(unnamed),21,72
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_spear.FBX,material,ELF_WoodElf_Standard_Units,material,,,,ELF_WoodElf_Standard_Units,,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_spear.FBX,texture,Map #9,texture,,,,Map #9,,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_staff_C.FBX,mesh_part,ELF_weapon_staff_C,Equipment,Weapon,staff,C,Staff (caster) variant C (right-hand weapon mesh),,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_staff_C.FBX,geometry,(unnamed),geometry,,,,(unnamed),63,252
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_staff_C.FBX,material,ELF_WoodElf_Standard_Units,material,,,,ELF_WoodElf_Standard_Units,,
Elf,equipment,Elves/models/extra_models/equipment/ELF_weapon_staff_C.FBX,texture,Map #9,texture,,,,Map #9,,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_01_idle.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_02_move.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_03_attack.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_Root,Skeleton,Bone,,,Skeleton bone (Bone_Root),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_Platform,Skeleton,Bone,,,Skeleton bone (Bone_Platform),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_Arm,Skeleton,Bone,,,Skeleton bone (Bone_Arm),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_stone,Skeleton,Bone,,,Skeleton bone (Bone_stone),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_body_B,Skeleton,Bone,,,Skeleton bone (Bone_body_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_body_A,Skeleton,Bone,,,Skeleton bone (Bone_body_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_wheel_A),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_wheel_B),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_wheel_C,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,bone,Bone_wheel_C001D,Skeleton,Bone,,,Skeleton bone (Bone_wheel_C001D),,
Orc,animation,Orcs/animation/Catapult/ORC_catapult_04_death.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bone_Mount,Skeleton,Bone,,,Skeleton bone (Bone_Mount),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Pelvis001,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Spine001,Skeleton,Bone,,,Skeleton bone (Bip001 Spine001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Neck001,Skeleton,Bone,,,Skeleton bone (Bip001 Neck001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Head001,Skeleton,Bone,,,Skeleton bone (Bip001 Head001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Clavicle001,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L UpperArm001,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Forearm001,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Hand001,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Clavicle001,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R UpperArm001,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Forearm001,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Hand001,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Foot,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 R Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Tail,Skeleton,Bone,,,Skeleton bone (Bip001 Tail),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,bone,Bip001 Tail1,Skeleton,Bone,,,Skeleton bone (Bip001 Tail1),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_01_idle.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bone_Mount,Skeleton,Bone,,,Skeleton bone (Bone_Mount),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Pelvis001,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Spine001,Skeleton,Bone,,,Skeleton bone (Bip001 Spine001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Neck001,Skeleton,Bone,,,Skeleton bone (Bip001 Neck001),,
Orc,animation,Orcs/animation/Cavalry/ORC_cavalry_03_run.FBX,bone,Bip001 Head001,Skeleton,Bone,,,Skeleton bone (Bip001 Head001),,
